value,createdAt
18.56,2019-09-05T06:22:40.000Z
18.55,2019-09-05T06:22:10.000Z
18.55,2019-09-05T06:21:40.000Z
18.55,2019-09-05T06:21:10.000Z
18.56,2019-09-05T06:20:40.000Z
18.55,2019-09-05T06:20:09.000Z
18.55,2019-09-05T06:19:39.000Z
18.56,2019-09-05T06:19:09.000Z
18.56,2019-09-05T06:18:39.000Z
18.56,2019-09-05T06:18:09.000Z
18.56,2019-09-05T06:17:39.000Z
18.56,2019-09-05T06:17:09.000Z
18.55,2019-09-05T06:16:39.000Z
18.56,2019-09-05T06:16:09.000Z
18.55,2019-09-05T06:15:39.000Z
18.58,2019-09-05T06:15:08.000Z
18.55,2019-09-05T06:14:38.000Z
18.56,2019-09-05T06:14:08.000Z
18.58,2019-09-05T06:13:38.000Z
18.56,2019-09-05T06:13:08.000Z
18.58,2019-09-05T06:12:38.000Z
18.55,2019-09-05T06:12:08.000Z
18.56,2019-09-05T06:11:38.000Z
18.56,2019-09-05T06:11:08.000Z
18.55,2019-09-05T06:10:38.000Z
18.56,2019-09-05T06:10:08.000Z
18.56,2019-09-05T06:09:37.000Z
18.56,2019-09-05T06:09:07.000Z
18.58,2019-09-05T06:08:37.000Z
18.56,2019-09-05T06:08:07.000Z
18.56,2019-09-05T06:07:37.000Z
18.56,2019-09-05T06:07:07.000Z
18.56,2019-09-05T06:06:37.000Z
18.58,2019-09-05T06:06:07.000Z
18.55,2019-09-05T06:05:37.000Z
18.56,2019-09-05T06:05:07.000Z
18.56,2019-09-05T06:04:36.000Z
18.56,2019-09-05T06:04:06.000Z
18.56,2019-09-05T06:03:36.000Z
18.55,2019-09-05T06:03:06.000Z
18.56,2019-09-05T06:02:36.000Z
18.55,2019-09-05T06:02:06.000Z
18.56,2019-09-05T06:01:36.000Z
18.56,2019-09-05T06:01:06.000Z
18.56,2019-09-05T06:00:36.000Z
18.56,2019-09-05T06:00:06.000Z
18.56,2019-09-05T05:59:36.000Z
18.56,2019-09-05T05:59:05.000Z
18.58,2019-09-05T05:58:35.000Z
18.56,2019-09-05T05:58:05.000Z
18.58,2019-09-05T05:57:35.000Z
18.56,2019-09-05T05:57:05.000Z
18.56,2019-09-05T05:56:35.000Z
18.56,2019-09-05T05:56:05.000Z
18.56,2019-09-05T05:55:35.000Z
18.59,2019-09-05T05:55:05.000Z
18.56,2019-09-05T05:54:35.000Z
18.56,2019-09-05T05:54:05.000Z
18.56,2019-09-05T05:53:34.000Z
18.56,2019-09-05T05:53:04.000Z
18.56,2019-09-05T05:52:34.000Z
18.56,2019-09-05T05:52:04.000Z
18.58,2019-09-05T05:51:34.000Z
18.56,2019-09-05T05:51:04.000Z
18.56,2019-09-05T05:50:34.000Z
18.58,2019-09-05T05:50:04.000Z
18.58,2019-09-05T05:49:34.000Z
18.56,2019-09-05T05:49:04.000Z
18.55,2019-09-05T05:48:33.000Z
18.56,2019-09-05T05:48:03.000Z
18.56,2019-09-05T05:47:33.000Z
18.56,2019-09-05T05:47:03.000Z
18.56,2019-09-05T05:46:33.000Z
18.56,2019-09-05T05:46:03.000Z
18.56,2019-09-05T05:45:33.000Z
18.56,2019-09-05T05:45:03.000Z
18.56,2019-09-05T05:44:33.000Z
18.56,2019-09-05T05:44:03.000Z
18.55,2019-09-05T05:43:33.000Z
18.56,2019-09-05T05:43:02.000Z
18.56,2019-09-05T05:42:32.000Z
18.56,2019-09-05T05:42:02.000Z
18.56,2019-09-05T05:41:32.000Z
18.56,2019-09-05T05:41:02.000Z
18.56,2019-09-05T05:40:32.000Z
18.55,2019-09-05T05:40:02.000Z
18.55,2019-09-05T05:39:32.000Z
18.55,2019-09-05T05:39:02.000Z
18.55,2019-09-05T05:38:32.000Z
18.55,2019-09-05T05:38:01.000Z
18.55,2019-09-05T05:37:31.000Z
18.55,2019-09-05T05:37:01.000Z
18.55,2019-09-05T05:36:31.000Z
18.55,2019-09-05T05:36:01.000Z
18.53,2019-09-05T05:35:31.000Z
18.56,2019-09-05T05:35:01.000Z
18.55,2019-09-05T05:34:31.000Z
18.53,2019-09-05T05:34:01.000Z
18.55,2019-09-05T05:33:31.000Z
18.56,2019-09-05T05:33:01.000Z
18.55,2019-09-05T05:32:30.000Z
18.56,2019-09-05T05:32:00.000Z
18.53,2019-09-05T05:31:30.000Z
18.55,2019-09-05T05:31:00.000Z
18.53,2019-09-05T05:30:30.000Z
18.55,2019-09-05T05:30:00.000Z
18.55,2019-09-05T05:29:30.000Z
18.55,2019-09-05T05:29:00.000Z
18.55,2019-09-05T05:28:30.000Z
18.53,2019-09-05T05:28:00.000Z
18.55,2019-09-05T05:27:29.000Z
18.53,2019-09-05T05:26:59.000Z
18.55,2019-09-05T05:26:29.000Z
18.55,2019-09-05T05:25:59.000Z
18.55,2019-09-05T05:25:29.000Z
18.55,2019-09-05T05:24:59.000Z
18.55,2019-09-05T05:24:29.000Z
18.56,2019-09-05T05:23:59.000Z
18.53,2019-09-05T05:23:29.000Z
18.55,2019-09-05T05:22:59.000Z
18.55,2019-09-05T05:22:29.000Z
18.55,2019-09-05T05:21:58.000Z
18.55,2019-09-05T05:21:28.000Z
18.55,2019-09-05T05:20:58.000Z
18.56,2019-09-05T05:20:28.000Z
18.55,2019-09-05T05:19:58.000Z
18.55,2019-09-05T05:19:28.000Z
18.53,2019-09-05T05:18:58.000Z
18.56,2019-09-05T05:18:28.000Z
18.55,2019-09-05T05:17:58.000Z
18.56,2019-09-05T05:17:28.000Z
18.56,2019-09-05T05:16:57.000Z
18.55,2019-09-05T05:16:27.000Z
18.56,2019-09-05T05:15:57.000Z
18.56,2019-09-05T05:15:27.000Z
18.56,2019-09-05T05:14:57.000Z
18.58,2019-09-05T05:14:27.000Z
18.56,2019-09-05T05:13:57.000Z
18.56,2019-09-05T05:13:27.000Z
18.56,2019-09-05T05:12:57.000Z
18.58,2019-09-05T05:12:27.000Z
18.56,2019-09-05T05:11:56.000Z
18.58,2019-09-05T05:11:26.000Z
18.58,2019-09-05T05:10:56.000Z
18.58,2019-09-05T05:10:26.000Z
18.58,2019-09-05T05:09:56.000Z
18.58,2019-09-05T05:09:26.000Z
18.56,2019-09-05T05:08:56.000Z
18.59,2019-09-05T05:08:26.000Z
18.58,2019-09-05T05:07:56.000Z
18.58,2019-09-05T05:07:26.000Z
18.58,2019-09-05T05:06:56.000Z
18.58,2019-09-05T05:06:25.000Z
18.59,2019-09-05T05:05:55.000Z
18.58,2019-09-05T05:05:25.000Z
18.59,2019-09-05T05:04:55.000Z
18.58,2019-09-05T05:04:25.000Z
18.58,2019-09-05T05:03:55.000Z
18.58,2019-09-05T05:03:25.000Z
18.59,2019-09-05T05:02:55.000Z
18.58,2019-09-05T05:02:25.000Z
18.58,2019-09-05T05:01:55.000Z
18.58,2019-09-05T05:01:25.000Z
18.58,2019-09-05T05:00:54.000Z
18.59,2019-09-05T05:00:24.000Z
18.58,2019-09-05T04:59:54.000Z
18.59,2019-09-05T04:59:24.000Z
18.58,2019-09-05T04:58:54.000Z
18.58,2019-09-05T04:58:24.000Z
18.60,2019-09-05T04:57:54.000Z
18.59,2019-09-05T04:57:24.000Z
18.58,2019-09-05T04:56:54.000Z
18.58,2019-09-05T04:56:24.000Z
18.58,2019-09-05T04:55:53.000Z
18.59,2019-09-05T04:55:23.000Z
18.59,2019-09-05T04:54:53.000Z
18.59,2019-09-05T04:54:23.000Z
18.59,2019-09-05T04:53:53.000Z
18.59,2019-09-05T04:53:23.000Z
18.59,2019-09-05T04:52:53.000Z
18.59,2019-09-05T04:52:23.000Z
18.59,2019-09-05T04:51:53.000Z
18.59,2019-09-05T04:51:23.000Z
18.59,2019-09-05T04:50:53.000Z
18.59,2019-09-05T04:50:22.000Z
18.59,2019-09-05T04:49:52.000Z
18.60,2019-09-05T04:49:22.000Z
18.60,2019-09-05T04:48:52.000Z
18.59,2019-09-05T04:48:22.000Z
18.59,2019-09-05T04:47:52.000Z
18.60,2019-09-05T04:47:22.000Z
18.60,2019-09-05T04:46:52.000Z
18.60,2019-09-05T04:46:22.000Z
18.60,2019-09-05T04:45:52.000Z
18.60,2019-09-05T04:45:21.000Z
18.60,2019-09-05T04:44:51.000Z
18.60,2019-09-05T04:44:21.000Z
18.62,2019-09-05T04:43:51.000Z
18.60,2019-09-05T04:43:21.000Z
18.62,2019-09-05T04:42:51.000Z
18.62,2019-09-05T04:42:21.000Z
18.62,2019-09-05T04:41:51.000Z
18.62,2019-09-05T04:41:21.000Z
18.62,2019-09-05T04:40:51.000Z
18.62,2019-09-05T04:40:21.000Z
18.62,2019-09-05T04:39:50.000Z
18.62,2019-09-05T04:39:20.000Z
18.60,2019-09-05T04:38:50.000Z
18.62,2019-09-05T04:38:20.000Z
18.62,2019-09-05T04:37:50.000Z
18.62,2019-09-05T04:37:20.000Z
18.62,2019-09-05T04:36:50.000Z
18.62,2019-09-05T04:36:20.000Z
18.63,2019-09-05T04:35:50.000Z
18.63,2019-09-05T04:35:20.000Z
18.63,2019-09-05T04:34:49.000Z
18.63,2019-09-05T04:34:19.000Z
18.62,2019-09-05T04:33:49.000Z
18.63,2019-09-05T04:33:19.000Z
18.62,2019-09-05T04:32:49.000Z
18.62,2019-09-05T04:32:19.000Z
18.62,2019-09-05T04:31:49.000Z
18.62,2019-09-05T04:31:19.000Z
18.63,2019-09-05T04:30:49.000Z
18.63,2019-09-05T04:30:19.000Z
18.63,2019-09-05T04:29:49.000Z
18.63,2019-09-05T04:29:18.000Z
18.63,2019-09-05T04:28:48.000Z
18.63,2019-09-05T04:28:18.000Z
18.63,2019-09-05T04:27:48.000Z
18.63,2019-09-05T04:27:18.000Z
18.63,2019-09-05T04:26:48.000Z
18.63,2019-09-05T04:26:18.000Z
18.63,2019-09-05T04:25:48.000Z
18.63,2019-09-05T04:25:18.000Z
18.63,2019-09-05T04:24:48.000Z
18.65,2019-09-05T04:24:17.000Z
18.65,2019-09-05T04:23:47.000Z
18.63,2019-09-05T04:23:17.000Z
18.63,2019-09-05T04:22:47.000Z
18.65,2019-09-05T04:22:17.000Z
18.65,2019-09-05T04:21:47.000Z
18.63,2019-09-05T04:21:17.000Z
18.65,2019-09-05T04:20:47.000Z
18.63,2019-09-05T04:20:17.000Z
18.65,2019-09-05T04:19:47.000Z
18.65,2019-09-05T04:19:17.000Z
18.63,2019-09-05T04:18:46.000Z
18.63,2019-09-05T04:18:16.000Z
18.65,2019-09-05T04:17:46.000Z
18.65,2019-09-05T04:17:16.000Z
18.65,2019-09-05T04:16:46.000Z
18.65,2019-09-05T04:16:16.000Z
18.65,2019-09-05T04:15:46.000Z
18.65,2019-09-05T04:15:16.000Z
18.63,2019-09-05T04:14:46.000Z
18.66,2019-09-05T04:14:16.000Z
18.65,2019-09-05T04:13:45.000Z
18.66,2019-09-05T04:13:15.000Z
18.65,2019-09-05T04:12:45.000Z
18.65,2019-09-05T04:12:15.000Z
18.65,2019-09-05T04:11:45.000Z
18.66,2019-09-05T04:11:15.000Z
18.66,2019-09-05T04:10:45.000Z
18.66,2019-09-05T04:10:15.000Z
18.65,2019-09-05T04:09:45.000Z
18.66,2019-09-05T04:09:15.000Z
18.65,2019-09-05T04:08:45.000Z
18.66,2019-09-05T04:08:14.000Z
18.66,2019-09-05T04:07:44.000Z
18.66,2019-09-05T04:07:14.000Z
18.66,2019-09-05T04:06:44.000Z
18.66,2019-09-05T04:06:14.000Z
18.65,2019-09-05T04:05:44.000Z
18.66,2019-09-05T04:05:14.000Z
18.66,2019-09-05T04:04:44.000Z
18.66,2019-09-05T04:04:14.000Z
18.66,2019-09-05T04:03:44.000Z
18.68,2019-09-05T04:03:14.000Z
18.66,2019-09-05T04:02:43.000Z
18.66,2019-09-05T04:02:13.000Z
18.66,2019-09-05T04:01:43.000Z
18.66,2019-09-05T04:01:13.000Z
18.66,2019-09-05T04:00:43.000Z
18.66,2019-09-05T04:00:13.000Z
18.66,2019-09-05T03:59:43.000Z
18.66,2019-09-05T03:59:13.000Z
18.68,2019-09-05T03:58:43.000Z
18.68,2019-09-05T03:58:13.000Z
18.68,2019-09-05T03:57:42.000Z
18.68,2019-09-05T03:57:12.000Z
18.68,2019-09-05T03:56:42.000Z
18.66,2019-09-05T03:56:12.000Z
18.68,2019-09-05T03:55:42.000Z
18.68,2019-09-05T03:55:12.000Z
18.68,2019-09-05T03:54:42.000Z
18.68,2019-09-05T03:54:12.000Z
18.68,2019-09-05T03:53:42.000Z
18.68,2019-09-05T03:53:12.000Z
18.70,2019-09-05T03:52:42.000Z
18.68,2019-09-05T03:52:11.000Z
18.68,2019-09-05T03:51:41.000Z
18.68,2019-09-05T03:51:11.000Z
18.68,2019-09-05T03:50:41.000Z
18.68,2019-09-05T03:50:11.000Z
18.68,2019-09-05T03:49:41.000Z
18.70,2019-09-05T03:49:11.000Z
18.70,2019-09-05T03:48:41.000Z
18.70,2019-09-05T03:48:11.000Z
18.70,2019-09-05T03:47:41.000Z
18.70,2019-09-05T03:47:10.000Z
18.71,2019-09-05T03:46:40.000Z
18.70,2019-09-05T03:46:10.000Z
18.70,2019-09-05T03:45:40.000Z
18.70,2019-09-05T03:45:10.000Z
18.70,2019-09-05T03:44:40.000Z
18.70,2019-09-05T03:44:10.000Z
18.70,2019-09-05T03:43:40.000Z
18.68,2019-09-05T03:43:10.000Z
18.68,2019-09-05T03:42:40.000Z
18.70,2019-09-05T03:42:10.000Z
18.68,2019-09-05T03:41:39.000Z
18.70,2019-09-05T03:41:09.000Z
18.68,2019-09-05T03:40:39.000Z
18.68,2019-09-05T03:40:09.000Z
18.68,2019-09-05T03:39:39.000Z
18.70,2019-09-05T03:39:09.000Z
18.68,2019-09-05T03:38:39.000Z
18.70,2019-09-05T03:38:09.000Z
18.71,2019-09-05T03:37:39.000Z
18.70,2019-09-05T03:37:09.000Z
18.70,2019-09-05T03:36:38.000Z
18.70,2019-09-05T03:36:08.000Z
18.70,2019-09-05T03:35:38.000Z
18.68,2019-09-05T03:35:08.000Z
18.68,2019-09-05T03:34:38.000Z
18.70,2019-09-05T03:34:08.000Z
18.70,2019-09-05T03:33:38.000Z
18.68,2019-09-05T03:33:08.000Z
18.70,2019-09-05T03:32:38.000Z
18.70,2019-09-05T03:32:08.000Z
18.70,2019-09-05T03:31:38.000Z
18.70,2019-09-05T03:31:07.000Z
18.70,2019-09-05T03:30:37.000Z
18.70,2019-09-05T03:30:07.000Z
18.71,2019-09-05T03:29:37.000Z
18.71,2019-09-05T03:29:07.000Z
18.71,2019-09-05T03:28:37.000Z
18.71,2019-09-05T03:28:07.000Z
18.71,2019-09-05T03:27:37.000Z
18.70,2019-09-05T03:27:07.000Z
18.70,2019-09-05T03:26:37.000Z
18.68,2019-09-05T03:26:06.000Z
18.70,2019-09-05T03:25:36.000Z
18.71,2019-09-05T03:25:06.000Z
18.71,2019-09-05T03:24:36.000Z
18.71,2019-09-05T03:24:06.000Z
18.68,2019-09-05T03:23:36.000Z
18.70,2019-09-05T03:23:06.000Z
18.70,2019-09-05T03:22:36.000Z
18.71,2019-09-05T03:22:06.000Z
18.71,2019-09-05T03:21:36.000Z
18.70,2019-09-05T03:21:06.000Z
18.70,2019-09-05T03:20:35.000Z
18.70,2019-09-05T03:20:05.000Z
18.70,2019-09-05T03:19:35.000Z
18.71,2019-09-05T03:19:05.000Z
18.70,2019-09-05T03:18:35.000Z
18.71,2019-09-05T03:18:05.000Z
18.70,2019-09-05T03:17:35.000Z
18.70,2019-09-05T03:17:05.000Z
18.70,2019-09-05T03:16:35.000Z
18.70,2019-09-05T03:16:05.000Z
18.70,2019-09-05T03:15:35.000Z
18.70,2019-09-05T03:15:04.000Z
18.70,2019-09-05T03:14:34.000Z
18.71,2019-09-05T03:14:04.000Z
18.70,2019-09-05T03:13:34.000Z
18.71,2019-09-05T03:13:04.000Z
18.71,2019-09-05T03:12:34.000Z
18.71,2019-09-05T03:12:04.000Z
18.71,2019-09-05T03:11:34.000Z
18.71,2019-09-05T03:11:04.000Z
18.71,2019-09-05T03:10:34.000Z
18.70,2019-09-05T03:10:03.000Z
18.70,2019-09-05T03:09:33.000Z
18.70,2019-09-05T03:09:03.000Z
18.71,2019-09-05T03:08:33.000Z
18.70,2019-09-05T03:08:03.000Z
18.71,2019-09-05T03:07:33.000Z
18.71,2019-09-05T03:07:03.000Z
18.73,2019-09-05T03:06:33.000Z
18.71,2019-09-05T03:06:03.000Z
18.71,2019-09-05T03:05:33.000Z
18.71,2019-09-05T03:05:02.000Z
18.71,2019-09-05T03:04:32.000Z
18.73,2019-09-05T03:04:02.000Z
18.73,2019-09-05T03:03:32.000Z
18.73,2019-09-05T03:03:02.000Z
18.71,2019-09-05T03:02:32.000Z
18.71,2019-09-05T03:02:02.000Z
18.71,2019-09-05T03:01:32.000Z
18.73,2019-09-05T03:01:02.000Z
18.71,2019-09-05T03:00:32.000Z
18.73,2019-09-05T03:00:02.000Z
18.71,2019-09-05T02:59:31.000Z
18.73,2019-09-05T02:59:01.000Z
18.71,2019-09-05T02:58:31.000Z
18.71,2019-09-05T02:58:01.000Z
18.71,2019-09-05T02:57:31.000Z
18.74,2019-09-05T02:57:01.000Z
18.74,2019-09-05T02:56:31.000Z
18.73,2019-09-05T02:56:01.000Z
18.73,2019-09-05T02:55:31.000Z
18.74,2019-09-05T02:55:01.000Z
18.74,2019-09-05T02:54:30.000Z
18.73,2019-09-05T02:54:00.000Z
18.73,2019-09-05T02:53:30.000Z
18.73,2019-09-05T02:53:00.000Z
18.73,2019-09-05T02:52:30.000Z
18.73,2019-09-05T02:52:00.000Z
18.74,2019-09-05T02:51:30.000Z
18.74,2019-09-05T02:51:00.000Z
18.73,2019-09-05T02:50:30.000Z
18.74,2019-09-05T02:50:00.000Z
18.73,2019-09-05T02:49:30.000Z
18.74,2019-09-05T02:48:59.000Z
18.73,2019-09-05T02:48:29.000Z
18.74,2019-09-05T02:47:59.000Z
18.73,2019-09-05T02:47:29.000Z
18.73,2019-09-05T02:46:59.000Z
18.74,2019-09-05T02:46:29.000Z
18.73,2019-09-05T02:45:59.000Z
18.73,2019-09-05T02:45:29.000Z
18.74,2019-09-05T02:44:59.000Z
18.74,2019-09-05T02:44:29.000Z
18.74,2019-09-05T02:43:59.000Z
18.74,2019-09-05T02:43:28.000Z
18.74,2019-09-05T02:42:58.000Z
18.77,2019-09-05T02:42:28.000Z
18.74,2019-09-05T02:41:58.000Z
18.74,2019-09-05T02:41:28.000Z
18.74,2019-09-05T02:40:58.000Z
18.74,2019-09-05T02:40:28.000Z
18.73,2019-09-05T02:39:58.000Z
18.74,2019-09-05T02:39:28.000Z
18.74,2019-09-05T02:38:58.000Z
18.74,2019-09-05T02:38:27.000Z
18.73,2019-09-05T02:37:57.000Z
18.74,2019-09-05T02:37:27.000Z
18.74,2019-09-05T02:36:57.000Z
18.75,2019-09-05T02:36:27.000Z
18.73,2019-09-05T02:35:57.000Z
18.73,2019-09-05T02:35:27.000Z
18.74,2019-09-05T02:34:57.000Z
18.73,2019-09-05T02:34:27.000Z
18.73,2019-09-05T02:33:57.000Z
18.74,2019-09-05T02:33:27.000Z
18.74,2019-09-05T02:32:56.000Z
18.74,2019-09-05T02:32:26.000Z
18.74,2019-09-05T02:31:56.000Z
18.74,2019-09-05T02:31:26.000Z
18.74,2019-09-05T02:30:56.000Z
18.74,2019-09-05T02:30:26.000Z
18.74,2019-09-05T02:29:56.000Z
18.74,2019-09-05T02:29:26.000Z
18.74,2019-09-05T02:28:56.000Z
18.74,2019-09-05T02:28:26.000Z
18.73,2019-09-05T02:27:55.000Z
18.74,2019-09-05T02:27:25.000Z
18.74,2019-09-05T02:26:55.000Z
18.74,2019-09-05T02:26:25.000Z
18.74,2019-09-05T02:25:55.000Z
18.74,2019-09-05T02:25:25.000Z
18.74,2019-09-05T02:24:55.000Z
18.73,2019-09-05T02:24:25.000Z
18.74,2019-09-05T02:23:55.000Z
18.74,2019-09-05T02:23:25.000Z
18.75,2019-09-05T02:22:55.000Z
18.74,2019-09-05T02:22:24.000Z
18.74,2019-09-05T02:21:54.000Z
18.74,2019-09-05T02:21:24.000Z
18.75,2019-09-05T02:20:54.000Z
18.75,2019-09-05T02:20:24.000Z
18.75,2019-09-05T02:19:54.000Z
18.75,2019-09-05T02:19:24.000Z
18.75,2019-09-05T02:18:54.000Z
18.75,2019-09-05T02:18:24.000Z
18.75,2019-09-05T02:17:54.000Z
18.75,2019-09-05T02:17:23.000Z
18.74,2019-09-05T02:16:53.000Z
18.74,2019-09-05T02:16:23.000Z
18.77,2019-09-05T02:15:53.000Z
18.75,2019-09-05T02:15:23.000Z
18.75,2019-09-05T02:14:53.000Z
18.75,2019-09-05T02:14:23.000Z
18.75,2019-09-05T02:13:53.000Z
18.75,2019-09-05T02:13:23.000Z
18.74,2019-09-05T02:12:53.000Z
18.75,2019-09-05T02:12:23.000Z
18.75,2019-09-05T02:11:52.000Z
18.75,2019-09-05T02:11:22.000Z
18.75,2019-09-05T02:10:52.000Z
18.75,2019-09-05T02:10:22.000Z
18.75,2019-09-05T02:09:52.000Z
18.77,2019-09-05T02:09:22.000Z
18.75,2019-09-05T02:08:52.000Z
18.77,2019-09-05T02:08:22.000Z
18.75,2019-09-05T02:07:52.000Z
18.77,2019-09-05T02:07:22.000Z
18.77,2019-09-05T02:06:51.000Z
18.75,2019-09-05T02:06:21.000Z
18.75,2019-09-05T02:05:51.000Z
18.75,2019-09-05T02:05:21.000Z
18.75,2019-09-05T02:04:51.000Z
18.75,2019-09-05T02:04:21.000Z
18.75,2019-09-05T02:03:51.000Z
18.77,2019-09-05T02:03:21.000Z
18.77,2019-09-05T02:02:51.000Z
18.77,2019-09-05T02:02:21.000Z
18.77,2019-09-05T02:01:51.000Z
18.77,2019-09-05T02:01:20.000Z
18.77,2019-09-05T02:00:50.000Z
18.77,2019-09-05T02:00:20.000Z
18.77,2019-09-05T01:59:50.000Z
18.77,2019-09-05T01:59:20.000Z
18.75,2019-09-05T01:58:50.000Z
18.77,2019-09-05T01:58:20.000Z
18.77,2019-09-05T01:57:50.000Z
18.78,2019-09-05T01:57:20.000Z
18.77,2019-09-05T01:56:50.000Z
18.77,2019-09-05T01:56:19.000Z
18.77,2019-09-05T01:55:49.000Z
18.78,2019-09-05T01:55:19.000Z
18.77,2019-09-05T01:54:49.000Z
18.77,2019-09-05T01:54:19.000Z
18.75,2019-09-05T01:53:49.000Z
18.78,2019-09-05T01:53:19.000Z
18.77,2019-09-05T01:52:49.000Z
18.77,2019-09-05T01:52:19.000Z
18.77,2019-09-05T01:51:49.000Z
18.77,2019-09-05T01:51:19.000Z
18.77,2019-09-05T01:50:48.000Z
18.77,2019-09-05T01:50:18.000Z
18.77,2019-09-05T01:49:48.000Z
18.77,2019-09-05T01:49:18.000Z
18.77,2019-09-05T01:48:48.000Z
18.77,2019-09-05T01:48:18.000Z
18.77,2019-09-05T01:47:48.000Z
18.77,2019-09-05T01:47:18.000Z
18.78,2019-09-05T01:46:48.000Z
18.77,2019-09-05T01:46:18.000Z
18.77,2019-09-05T01:45:48.000Z
18.77,2019-09-05T01:45:17.000Z
18.78,2019-09-05T01:44:47.000Z
18.77,2019-09-05T01:44:17.000Z
18.77,2019-09-05T01:43:47.000Z
18.77,2019-09-05T01:43:17.000Z
18.78,2019-09-05T01:42:47.000Z
18.77,2019-09-05T01:42:17.000Z
18.78,2019-09-05T01:41:47.000Z
18.77,2019-09-05T01:41:17.000Z
18.78,2019-09-05T01:40:47.000Z
18.78,2019-09-05T01:40:16.000Z
18.77,2019-09-05T01:39:46.000Z
18.78,2019-09-05T01:39:16.000Z
18.77,2019-09-05T01:38:46.000Z
18.78,2019-09-05T01:38:16.000Z
18.78,2019-09-05T01:37:46.000Z
18.77,2019-09-05T01:37:16.000Z
18.77,2019-09-05T01:36:46.000Z
18.77,2019-09-05T01:36:16.000Z
18.78,2019-09-05T01:35:45.000Z
18.78,2019-09-05T01:35:15.000Z
18.80,2019-09-05T01:34:45.000Z
18.78,2019-09-05T01:34:15.000Z
18.80,2019-09-05T01:33:45.000Z
18.78,2019-09-05T01:33:15.000Z
18.78,2019-09-05T01:32:45.000Z
18.77,2019-09-05T01:32:15.000Z
18.80,2019-09-05T01:31:45.000Z
18.78,2019-09-05T01:31:14.000Z
18.78,2019-09-05T01:30:44.000Z
18.78,2019-09-05T01:30:14.000Z
18.78,2019-09-05T01:29:44.000Z
18.78,2019-09-05T01:29:14.000Z
18.78,2019-09-05T01:28:44.000Z
18.78,2019-09-05T01:28:14.000Z
18.78,2019-09-05T01:27:44.000Z
18.77,2019-09-05T01:27:14.000Z
18.78,2019-09-05T01:26:44.000Z
18.77,2019-09-05T01:26:13.000Z
18.78,2019-09-05T01:25:43.000Z
18.78,2019-09-05T01:25:13.000Z
18.78,2019-09-05T01:24:43.000Z
18.80,2019-09-05T01:24:13.000Z
18.78,2019-09-05T01:23:43.000Z
18.80,2019-09-05T01:23:13.000Z
18.78,2019-09-05T01:22:43.000Z
18.80,2019-09-05T01:22:13.000Z
18.78,2019-09-05T01:21:42.000Z
18.80,2019-09-05T01:21:12.000Z
18.78,2019-09-05T01:20:42.000Z
18.81,2019-09-05T01:20:12.000Z
18.80,2019-09-05T01:19:42.000Z
18.80,2019-09-05T01:19:12.000Z
18.80,2019-09-05T01:18:42.000Z
18.80,2019-09-05T01:18:12.000Z
18.80,2019-09-05T01:17:42.000Z
18.80,2019-09-05T01:17:11.000Z
18.78,2019-09-05T01:16:41.000Z
18.78,2019-09-05T01:16:11.000Z
18.80,2019-09-05T01:15:41.000Z
18.80,2019-09-05T01:15:11.000Z
18.80,2019-09-05T01:14:41.000Z
18.80,2019-09-05T01:14:11.000Z
18.80,2019-09-05T01:13:41.000Z
18.78,2019-09-05T01:13:11.000Z
18.80,2019-09-05T01:12:40.000Z
18.81,2019-09-05T01:12:10.000Z
18.80,2019-09-05T01:11:40.000Z
18.81,2019-09-05T01:11:10.000Z
18.80,2019-09-05T01:10:40.000Z
18.80,2019-09-05T01:10:10.000Z
18.80,2019-09-05T01:09:40.000Z
18.81,2019-09-05T01:09:10.000Z
18.81,2019-09-05T01:08:40.000Z
18.80,2019-09-05T01:08:09.000Z
18.81,2019-09-05T01:07:39.000Z
18.81,2019-09-05T01:07:09.000Z
18.80,2019-09-05T01:06:39.000Z
18.81,2019-09-05T01:06:09.000Z
18.81,2019-09-05T01:05:39.000Z
18.80,2019-09-05T01:05:09.000Z
18.81,2019-09-05T01:04:39.000Z
18.81,2019-09-05T01:04:09.000Z
18.81,2019-09-05T01:03:39.000Z
18.81,2019-09-05T01:03:09.000Z
18.81,2019-09-05T01:02:39.000Z
18.83,2019-09-05T01:02:08.000Z
18.83,2019-09-05T01:01:38.000Z
18.81,2019-09-05T01:01:08.000Z
18.81,2019-09-05T01:00:38.000Z
18.83,2019-09-05T01:00:08.000Z
18.83,2019-09-05T00:59:38.000Z
18.83,2019-09-05T00:59:08.000Z
18.83,2019-09-05T00:58:38.000Z
18.83,2019-09-05T00:58:08.000Z
18.84,2019-09-05T00:57:38.000Z
18.83,2019-09-05T00:57:08.000Z
18.83,2019-09-05T00:56:37.000Z
18.83,2019-09-05T00:56:07.000Z
18.83,2019-09-05T00:55:37.000Z
18.83,2019-09-05T00:55:07.000Z
18.83,2019-09-05T00:54:37.000Z
18.83,2019-09-05T00:54:07.000Z
18.83,2019-09-05T00:53:37.000Z
18.84,2019-09-05T00:53:07.000Z
18.83,2019-09-05T00:52:37.000Z
18.83,2019-09-05T00:52:07.000Z
18.84,2019-09-05T00:51:37.000Z
18.83,2019-09-05T00:51:06.000Z
18.83,2019-09-05T00:50:36.000Z
18.83,2019-09-05T00:50:06.000Z
18.83,2019-09-05T00:49:36.000Z
18.83,2019-09-05T00:49:06.000Z
